Actual_Label,Predicted_Cluster,Posterior_Cluster0,Posterior_Cluster1,Confidence,Uncertainty
1,0,1.0,5.108747492165895e-43,1.0,0.0
1,0,1.0,9.327811747327616e-49,1.0,0.0
0,1,1.6839369198431606e-63,1.0,1.0,0.0
0,1,9.049478107732906e-260,1.0,1.0,0.0
0,1,0.0,1.0,1.0,0.0
0,1,7.647578164039499e-114,1.0,1.0,0.0
0,1,3.279662579547093e-172,1.0,1.0,0.0
0,1,1.8555603850684664e-289,1.0,1.0,0.0
0,1,6.144826298355501e-225,1.0,1.0,0.0
0,1,5.041298679641485e-18,1.0,1.0,0.0
