Precision,Recall,Threshold
0.6274165202108963,1.0,0.0
0.6592592592592592,0.9971988795518207,2.678246641597677e-309
0.660482374768089,0.9971988795518207,1.5870091381715588e-299
0.6617100371747212,0.9971988795518207,1.2680846268542493e-298
0.6629422718808193,0.9971988795518207,1.8555603850684664e-289
0.664179104477612,0.9971988795518207,2.2605949310545704e-287
0.6654205607476635,0.9971988795518207,6.131206383465762e-287
0.6666666666666666,0.9971988795518207,1.1031760507294295e-272
0.6679174484052532,0.9971988795518207,2.186922391117705e-270
0.6691729323308271,0.9971988795518207,1.318909515263642e-261
0.6704331450094162,0.9971988795518207,9.049478107732906e-260
0.6716981132075471,0.9971988795518207,1.686056654889116e-259
0.6729678638941399,0.9971988795518207,1.1889741489294487e-255
0.6742424242424242,0.9971988795518207,6.464302903120386e-229
0.6755218216318786,0.9971988795518207,6.144826298355501e-225
0.6768060836501901,0.9971988795518207,1.1926114043447954e-210
0.6780952380952381,0.9971988795518207,1.151269691834385e-202
0.6793893129770993,0.9971988795518207,5.608495762237046e-200
0.6806883365200764,0.9971988795518207,1.514574007639098e-197
0.6819923371647509,0.9971988795518207,3.620034593228236e-195
0.6833013435700576,0.9971988795518207,1.2110903181767287e-186
0.6846153846153846,0.9971988795518207,4.063023900903681e-182
0.6840077071290944,0.9943977591036415,1.0472795994773906e-174
0.6853281853281853,0.9943977591036415,1.0794034053312566e-173
0.6866537717601547,0.9943977591036415,3.279662579547093e-172
0.687984496124031,0.9943977591036415,8.543405649052143e-171
0.6893203883495146,0.9943977591036415,3.436099421930022e-163
0.6906614785992218,0.9943977591036415,4.420254263028005e-151
0.6920077972709552,0.9943977591036415,3.3199502586177497e-150
0.693359375,0.9943977591036415,1.7591437304523654e-149
0.6947162426614482,0.9943977591036415,3.1773400778450815e-148
0.696078431372549,0.9943977591036415,9.820280724616166e-148
0.6974459724950884,0.9943977591036415,2.785508082672216e-147
0.6988188976377953,0.9943977591036415,2.3664738486706425e-142
0.7001972386587771,0.9943977591036415,1.4186999135480836e-140
0.7015810276679841,0.9943977591036415,1.109143221271713e-135
0.7029702970297029,0.9943977591036415,2.852300519902622e-134
0.7043650793650794,0.9943977591036415,1.3599658200849215e-133
0.705765407554672,0.9943977591036415,9.487186845300988e-131
0.7071713147410359,0.9943977591036415,6.651197347073676e-126
0.7085828343313373,0.9943977591036415,2.2636088138147483e-124
0.71,0.9943977591036415,1.1038285985093461e-123
0.7114228456913828,0.9943977591036415,2.5625161465957484e-121
0.7128514056224899,0.9943977591036415,2.2498956425575428e-117
0.7142857142857143,0.9943977591036415,7.647578164039499e-114
0.7157258064516129,0.9943977591036415,9.546254389817011e-113
0.7171717171717171,0.9943977591036415,3.503163842769309e-109
0.7186234817813765,0.9943977591036415,1.228192924056829e-108
0.7200811359026369,0.9943977591036415,3.493953357299156e-107
0.7215447154471545,0.9943977591036415,1.2623143780023824e-103
0.7230142566191446,0.9943977591036415,8.111440655608547e-102
0.7244897959183674,0.9943977591036415,3.711176508699044e-99
0.7259713701431493,0.9943977591036415,2.666855016510228e-94
0.7274590163934426,0.9943977591036415,3.4021190650217124e-93
0.728952772073922,0.9943977591036415,3.858416785650852e-89
0.7304526748971193,0.9943977591036415,5.259818114568782e-89
0.7319587628865979,0.9943977591036415,2.6169948295325416e-87
0.7334710743801653,0.9943977591036415,3.0177525002522506e-87
0.7349896480331263,0.9943977591036415,2.2359349122032613e-86
0.7365145228215768,0.9943977591036415,1.4116783909897843e-85
0.738045738045738,0.9943977591036415,2.2319278977704533e-85
0.7375,0.9915966386554622,6.712782030636015e-84
0.7390396659707724,0.9915966386554622,8.304481727602624e-83
0.7405857740585774,0.9915966386554622,3.0657393779305195e-82
