,radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,concave points_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,perimeter_se,area_se,smoothness_se,compactness_se,concavity_se,concave points_se,symmetry_se,fractal_dimension_se,radius_worst,texture_worst,perimeter_worst,area_worst,smoothness_worst,compactness_worst,concavity_worst,concave points_worst,symmetry_worst,fractal_dimension_worst
Cluster_1,-0.5443539162025538,-0.29013279074252524,-0.5584195716928918,-0.5323098211316698,-0.27192631602741374,-0.5145468669398175,-0.5948477104707515,-0.6080185370147595,-0.27720676937596767,-0.08528185981188212,-0.43667152439002627,0.001100422706390152,-0.43970416821004243,-0.417911472349256,0.04000882549547981,-0.34658088929918207,-0.3287636709140285,-0.3819524856372988,-0.04528606450519403,-0.20574702353520125,-0.581893789238776,-0.3146184208378692,-0.5935230614767161,-0.552717189224747,-0.30809937987493174,-0.5096879767653475,-0.5727736720384502,-0.6254881292893603,-0.34056833024591315,-0.3324874961052862
Cluster_2,0.90173482580076,0.4806116640886807,0.9250349087538401,0.8817835043398332,0.45045221852024003,0.8523587607545663,0.9853789613956447,1.0071967395466035,0.4591994113642372,0.14127136907162077,0.7233564584689688,-0.0018228756107357138,0.728380102949814,0.6922799992840898,-0.0662755428312844,0.5741192421618967,0.5446046086880147,0.6327131078674165,0.07501741104880418,0.3408246930982019,0.9639204919002092,0.5211726754664895,0.9831846497643129,0.9155887805851796,0.5103737336528419,0.8443098970380585,0.948812807266859,1.0361355223451945,0.5641592993211463,0.5507732110626888
