,Confidence,Confidence,Confidence,Confidence,Confidence,Uncertainty,Uncertainty,Uncertainty,Uncertainty
,count,mean,std,min,max,mean,std,min,max
Predicted_Cluster,,,,,,,,,
0,355,0.9994045112732686,0.005483039348165698,0.91101995240635,1.0,0.0005954887267314617,0.005483039348165701,0.0,0.08898004759364997
1,214,0.9999138022911476,0.0008505166075467895,0.9879417989232699,1.0,8.619770885244632e-05,0.0008505166075467648,0.0,0.012058201076730057
