Diagnosis,Sample_Count,Mean_Confidence,Std_Confidence,Mean_Entropy,Mean_Uncertainty
0,212,0.9996477095042061,0.0028411937472058494,0.001758992313702475,0.0003522904957939079
1,357,0.9995653803289194,0.005063388435640204,0.0018462017892092615,0.00043461967108062734
